id,ambient_humidity,baking_duration,cooling_period,cream_fat_content,egg_temperature,egg_yolk_count,final_temperature,lemon_zest_ph,origin,oven_temperature,preheating_time,salt_ratio,sugar_content,vanilla_extract,quality_class_binary
1323,44.0,33.0,30.0,97.3,124.0,9,382.0,3.2,Lisboa,368.0,239.0,48.75,103.5,4.6,0
1324,51.0,25.0,33.0,102.8,58.0,13,236.0,3.3,Lisboa,236.0,172.0,38.76,21.6,3.1,1
1325,51.0,23.0,37.0,99.3,103.0,10,312.0,3.7,Lisboa,319.0,188.0,55.36,121.3,4.6,0
1326,49.0,24.0,22.0,98.3,84.0,9,234.0,3.1,Lisboa,247.0,211.0,52.67,97.6,4.8,0
1327,74.0,25.0,24.0,97.2,26.0,9,222.0,3.1,Lisboa,211.0,178.0,40.65,18.0,5.5,0
1328,74.0,20.0,35.0,97.9,72.0,10,419.0,3.2,Lisboa,426.0,213.0,31.88,84.5,5.6,1
1329,78.0,52.0,21.0,101.2,42.0,9,158.0,3.5,Porto,147.0,192.0,73.51,41.2,7.0,1
1330,58.0,20.0,32.0,100.4,94.0,12,242.0,3.1,Lisboa,247.0,239.0,34.71,80.3,7.1,1
1331,42.0,22.0,48.0,99.6,91.0,12,223.0,3.2,Lisboa,226.0,208.0,46.07,22.6,4.9,1
1332,65.0,46.0,2.0,103.1,146.0,10,246.0,3.5,Porto,237.0,198.0,131.11,78.2,5.3,0
1333,62.0,40.0,58.0,98.4,36.0,11,125.0,3.2,Porto,125.0,361.0,87.59,25.0,6.5,1
1334,42.0,22.0,33.0,101.5,26.0,10,172.0,3.2,Lisboa,171.0,198.0,31.59,102.2,5.3,1
1335,79.0,22.0,29.0,100.7,67.0,12,290.0,3.2,Lisboa,273.0,194.0,58.79,37.5,3.8,1
1336,65.0,25.0,36.0,97.6,55.0,13,175.0,3.3,Lisboa,181.0,178.0,38.34,47.3,5.9,1
1337,75.0,21.0,26.0,98.2,52.0,10,222.0,3.4,Lisboa,212.0,164.0,24.32,15.2,6.0,1
1338,78.0,22.0,21.0,96.0,53.0,11,215.0,3.3,Lisboa,215.0,170.0,41.88,15.2,5.6,1
1339,42.0,23.0,37.0,97.1,96.0,12,268.0,3.0,Lisboa,240.0,189.0,34.9,11.9,6.3,1
1340,50.0,22.0,47.0,101.1,32.0,11,131.0,2.8,Lisboa,136.0,297.0,32.34,11.7,4.7,1
1341,52.0,20.0,39.0,97.7,73.0,11,197.0,3.2,Lisboa,179.0,206.0,37.25,12.1,4.9,0
1342,56.0,28.0,51.0,102.2,22.0,9,75.0,3.2,Porto,88.0,277.0,83.4,19.8,5.2,0
1343,51.0,19.0,46.0,100.6,24.0,10,89.0,3.3,Porto,73.0,331.0,66.0,14.6,6.1,1
1344,65.0,30.0,10.0,98.1,70.0,9,111.0,3.3,Porto,118.0,202.0,74.92,19.5,4.7,1
1345,77.0,28.0,43.0,97.2,68.0,13,226.0,3.2,Lisboa,223.0,204.0,40.38,16.2,4.6,1
1346,57.0,22.0,29.0,99.0,117.0,12,259.0,3.3,Lisboa,240.0,210.0,38.06,69.4,4.4,1
1347,49.0,32.0,0.0,99.1,16.0,12,67.0,3.5,Porto,67.0,169.0,41.43,16.1,8.4,1
1348,46.0,22.0,26.0,101.1,85.0,12,178.0,3.2,Lisboa,174.0,175.0,29.34,14.9,4.6,1
1349,80.0,36.0,4.0,98.6,24.0,9,92.0,3.7,Porto,90.0,204.0,80.96,29.9,9.2,1
1350,45.0,22.0,34.0,101.7,144.0,9,325.0,3.2,Lisboa,324.0,235.0,45.43,138.8,7.7,0
1351,46.0,21.0,22.0,95.7,85.0,10,312.0,3.3,Lisboa,299.0,209.0,49.08,50.9,4.9,1
1352,42.0,28.0,41.0,98.5,119.0,11,361.0,3.0,Lisboa,349.0,211.0,42.56,21.4,5.1,0
1353,59.0,24.0,19.0,98.6,101.0,9,344.0,3.2,Lisboa,333.0,199.0,49.75,79.5,4.6,0
1354,73.0,27.0,28.0,97.1,62.0,11,169.0,3.3,Porto,161.0,216.0,90.18,26.7,6.9,0
1355,45.0,25.0,75.0,96.6,75.0,13,310.0,3.3,Lisboa,285.0,240.0,32.59,17.6,5.4,1
1356,48.0,17.0,49.0,98.3,52.0,9,202.0,3.1,Lisboa,199.0,172.0,47.78,11.0,4.9,0
1357,44.0,35.0,24.0,97.8,30.0,11,193.0,3.0,Lisboa,205.0,225.0,41.21,12.1,2.9,1
1358,45.0,23.0,27.0,98.8,148.0,10,367.0,3.2,Lisboa,375.0,203.0,42.92,129.0,4.3,1
1359,51.0,19.0,37.0,98.4,91.0,9,217.0,3.3,Lisboa,225.0,205.0,34.76,13.1,9.3,1
1360,61.0,23.0,25.0,100.5,70.0,9,300.0,3.2,Lisboa,298.0,189.0,50.54,115.3,4.3,1
1361,46.0,18.0,29.0,98.0,91.0,11,279.0,3.4,Lisboa,280.0,192.0,45.92,24.5,4.9,1
1362,55.0,39.0,22.0,97.1,28.0,9,100.0,3.2,Porto,98.0,307.0,82.02,19.3,5.3,0
1363,67.0,31.0,73.0,98.5,87.0,12,172.0,3.2,Porto,161.0,316.0,76.29,66.2,8.3,1
1364,79.0,26.0,39.0,97.7,57.0,9,250.0,3.1,Lisboa,263.0,173.0,110.47,34.7,4.6,1
1365,50.0,21.0,36.0,99.3,100.0,10,355.0,3.3,Lisboa,350.0,203.0,59.91,12.5,5.2,1
1366,64.0,32.0,40.0,96.5,68.0,9,328.0,3.1,Lisboa,333.0,236.0,159.41,124.8,6.4,0
1367,43.0,23.0,70.0,98.6,45.0,9,264.0,3.2,Lisboa,253.0,172.0,74.17,11.7,4.1,0
1368,49.0,33.0,61.0,98.6,24.0,10,90.0,3.2,Porto,84.0,352.0,73.95,21.1,6.8,1
1369,48.0,25.0,30.0,99.7,60.0,13,333.0,3.2,Lisboa,334.0,212.0,30.77,81.9,4.3,1
1370,71.0,16.0,28.0,98.3,54.0,9,208.0,3.4,Lisboa,205.0,162.0,27.63,47.8,4.5,1
1371,43.0,23.0,43.0,98.2,113.0,9,337.0,3.2,Lisboa,342.0,190.0,48.52,84.4,4.8,0
1372,54.0,35.0,1.0,99.3,44.0,10,81.0,3.4,,90.0,199.0,62.58,14.9,5.9,1
1373,53.0,35.0,6.0,100.6,67.0,11,114.0,3.4,Porto,116.0,189.0,60.89,19.5,8.4,1
1374,79.0,33.0,26.0,97.2,55.0,12,259.0,3.1,Lisboa,264.0,218.0,24.43,150.6,4.8,1
1375,45.0,17.0,27.0,97.1,124.0,10,214.0,3.2,,223.0,208.0,65.27,154.1,4.1,1
1376,51.0,23.0,57.0,100.1,47.0,9,249.0,3.1,Lisboa,247.0,244.0,52.91,104.0,7.0,0
1377,57.0,42.0,7.0,98.7,26.0,9,85.0,3.3,Porto,86.0,227.0,99.55,18.3,5.6,0
1378,52.0,35.0,26.0,94.7,42.0,10,184.0,3.3,Porto,178.0,244.0,76.75,20.3,6.6,1
1379,71.0,22.0,48.0,97.5,82.0,10,296.0,3.4,Lisboa,290.0,191.0,37.1,63.4,5.6,1
1380,75.0,21.0,50.0,98.4,32.0,10,196.0,3.1,Lisboa,196.0,251.0,39.85,13.9,5.8,0
1381,46.0,26.0,27.0,98.0,77.0,12,237.0,3.1,Lisboa,242.0,228.0,37.27,13.7,3.5,1
1382,50.0,27.0,17.0,98.9,111.0,9,318.0,3.1,Lisboa,336.0,186.0,59.49,170.3,4.7,1
1383,58.0,40.0,40.0,97.5,69.0,9,228.0,3.3,Porto,210.0,259.0,83.7,80.9,5.7,0
1384,72.0,20.0,31.0,100.9,42.0,9,257.0,3.3,Lisboa,246.0,197.0,52.39,82.3,4.3,1
1385,48.0,20.0,23.0,98.6,80.0,9,214.0,3.4,Lisboa,227.0,211.0,45.3,61.3,4.6,1
1386,58.0,45.0,6.0,99.9,28.0,10,172.0,3.4,Lisboa,169.0,159.0,42.69,71.5,4.3,0
1387,47.0,21.0,24.0,98.5,162.0,10,308.0,3.0,Lisboa,307.0,202.0,41.41,109.2,5.8,1
1388,43.0,23.0,26.0,95.3,77.0,11,263.0,3.2,Lisboa,275.0,247.0,50.07,48.0,5.2,1
1389,58.0,22.0,45.0,96.4,89.0,9,392.0,3.0,Lisboa,398.0,258.0,57.65,153.6,6.6,0
1390,79.0,22.0,31.0,100.6,40.0,11,187.0,3.3,Lisboa,205.0,184.0,36.35,15.5,4.2,1
1391,54.0,29.0,29.0,97.0,182.0,10,369.0,3.2,Lisboa,362.0,196.0,47.49,120.9,5.0,1
1392,64.0,30.0,30.0,97.2,67.0,11,225.0,3.1,Lisboa,233.0,206.0,36.19,95.3,4.2,1
1393,80.0,27.0,54.0,99.9,20.0,11,84.0,3.2,Porto,72.0,328.0,69.88,26.9,6.4,1
1394,48.0,43.0,0.0,100.2,112.0,9,163.0,3.2,Porto,165.0,205.0,95.89,42.8,4.7,0
1395,78.0,25.0,18.0,96.9,52.0,9,268.0,3.2,Lisboa,266.0,214.0,42.42,,4.0,0
1396,76.0,17.0,71.0,99.1,64.0,10,210.0,3.1,Lisboa,206.0,228.0,40.05,15.9,4.1,1
1397,41.0,20.0,37.0,101.6,24.0,12,84.0,3.3,,72.0,251.0,51.95,16.7,7.7,1
1398,43.0,22.0,29.0,97.8,107.0,11,252.0,3.3,Lisboa,247.0,192.0,39.47,131.7,4.6,1
1399,76.0,29.0,52.0,97.2,135.0,9,291.0,3.2,Lisboa,291.0,204.0,45.49,118.7,4.3,0
1400,42.0,23.0,46.0,98.4,111.0,9,319.0,2.9,Lisboa,308.0,183.0,87.38,90.6,5.1,0
1401,44.0,22.0,24.0,98.1,80.0,9,292.0,3.2,Lisboa,286.0,191.0,83.0,200.5,5.2,0
1402,42.0,17.0,33.0,101.0,64.0,10,218.0,3.3,Lisboa,215.0,199.0,25.89,15.7,6.0,1
1403,71.0,17.0,31.0,99.3,74.0,10,194.0,3.1,,200.0,198.0,16.41,37.2,4.4,1
1404,62.0,18.0,33.0,96.3,85.0,9,243.0,3.2,Lisboa,240.0,216.0,44.29,83.1,3.4,0
1405,61.0,38.0,12.0,99.3,78.0,11,255.0,3.4,Porto,234.0,206.0,91.3,19.0,5.0,0
1406,62.0,22.0,39.0,93.5,109.0,10,325.0,3.2,Lisboa,328.0,205.0,42.82,82.2,4.9,1
1407,78.0,19.0,47.0,97.1,62.0,11,245.0,2.9,Lisboa,247.0,226.0,30.81,94.8,3.2,1
1408,40.0,29.0,66.0,98.6,42.0,10,198.0,3.1,Lisboa,201.0,207.0,180.46,14.8,5.7,1
1409,70.0,32.0,8.0,98.8,78.0,10,268.0,3.1,Lisboa,269.0,199.0,46.52,48.5,5.7,0
1410,57.0,44.0,0.0,96.0,16.0,13,70.0,3.7,,67.0,166.0,85.73,21.7,6.4,1
1411,78.0,45.0,10.0,99.9,28.0,10,98.0,3.4,Porto,89.0,236.0,83.57,26.3,4.8,0
1412,66.0,33.0,31.0,96.9,42.0,12,80.0,3.3,Porto,87.0,245.0,71.8,22.5,7.0,1
1413,67.0,19.0,35.0,96.4,104.0,11,253.0,3.1,,244.0,221.0,58.88,68.6,4.4,1
1414,44.0,22.0,27.0,99.0,58.0,9,144.0,3.3,Lisboa,153.0,177.0,43.35,17.9,3.2,1
1415,60.0,23.0,37.0,98.4,70.0,12,312.0,3.3,Lisboa,312.0,225.0,34.39,21.5,4.1,1
1416,69.0,20.0,22.0,98.2,52.0,9,209.0,3.1,Lisboa,209.0,193.0,101.39,51.8,4.6,0
1417,53.0,30.0,42.0,97.4,40.0,9,237.0,3.4,Lisboa,234.0,256.0,50.25,82.8,4.9,0
1418,45.0,25.0,30.0,98.9,60.0,11,309.0,3.2,Lisboa,302.0,197.0,52.87,92.4,6.1,1
1419,42.0,22.0,33.0,97.5,79.0,11,188.0,3.2,Lisboa,206.0,247.0,27.78,107.0,4.3,1
1420,73.0,23.0,26.0,99.1,97.0,10,322.0,3.4,Lisboa,322.0,202.0,54.07,125.9,4.0,0
1421,56.0,25.0,27.0,98.3,79.0,9,290.0,3.2,Lisboa,299.0,190.0,42.4,49.8,6.5,1
1422,46.0,37.0,25.0,101.4,30.0,,100.0,3.5,Porto,91.0,224.0,77.42,19.8,7.6,1
1423,47.0,27.0,25.0,98.2,77.0,9,160.0,3.4,Porto,163.0,211.0,77.58,17.6,6.0,1
1424,42.0,25.0,28.0,99.7,69.0,11,238.0,3.1,Lisboa,246.0,181.0,21.87,66.0,3.6,1
1425,69.0,21.0,55.0,95.2,106.0,11,299.0,3.0,Lisboa,294.0,214.0,32.47,100.9,2.9,1
1426,44.0,35.0,13.0,97.4,41.0,12,99.0,3.4,Porto,101.0,192.0,56.56,18.9,5.9,1
1427,60.0,61.0,44.0,95.3,77.0,10,339.0,3.0,Lisboa,323.0,299.0,45.34,13.8,4.9,0
1428,68.0,25.0,47.0,97.3,77.0,10,252.0,3.2,Lisboa,268.0,280.0,39.92,13.2,4.7,0
1429,51.0,36.0,32.0,100.6,44.0,10,277.0,3.2,Porto,271.0,245.0,84.04,19.3,5.4,0
1430,40.0,34.0,12.0,99.0,44.0,14,223.0,3.5,Lisboa,227.0,169.0,39.17,44.2,8.7,1
1431,66.0,21.0,19.0,97.8,99.0,10,325.0,3.2,Lisboa,326.0,192.0,50.67,78.8,5.0,0
1432,58.0,19.0,34.0,98.7,151.0,9,301.0,3.4,Lisboa,296.0,216.0,56.21,133.1,3.4,1
1433,74.0,30.0,36.0,95.0,43.0,11,106.0,3.2,Porto,95.0,317.0,79.92,18.8,6.7,1
1434,52.0,18.0,33.0,99.0,94.0,10,268.0,3.2,Lisboa,256.0,199.0,92.49,15.5,5.1,1
1435,66.0,20.0,27.0,99.8,72.0,9,255.0,3.2,Lisboa,255.0,198.0,41.98,52.6,6.7,1
1436,45.0,25.0,51.0,98.9,135.0,9,354.0,3.1,Lisboa,355.0,234.0,39.06,143.4,5.8,0
1437,54.0,27.0,49.0,96.0,20.0,12,55.0,3.2,Porto,64.0,315.0,50.14,20.8,7.0,1
1438,55.0,24.0,51.0,99.4,125.0,9,265.0,3.1,Lisboa,254.0,190.0,35.8,113.6,5.6,1
1439,69.0,26.0,32.0,101.7,68.0,12,187.0,3.3,Lisboa,183.0,204.0,20.6,12.9,4.5,1
1440,71.0,25.0,43.0,97.0,67.0,12,237.0,3.2,Lisboa,241.0,182.0,35.26,22.3,4.0,1
1441,58.0,26.0,50.0,94.7,48.0,13,142.0,3.0,Lisboa,150.0,209.0,43.07,51.7,4.0,0
1442,49.0,28.0,58.0,95.7,130.0,9,243.0,2.9,Lisboa,248.0,255.0,50.12,131.8,4.0,0
1443,72.0,20.0,40.0,97.6,92.0,11,208.0,3.0,Lisboa,203.0,193.0,53.6,100.0,5.8,1
1444,77.0,16.0,29.0,98.5,91.0,10,193.0,3.1,Lisboa,198.0,212.0,39.37,102.1,3.8,1
1445,78.0,26.0,25.0,100.7,84.0,13,225.0,3.1,Lisboa,233.0,205.0,27.06,70.5,6.1,1
1446,80.0,23.0,35.0,96.3,36.0,10,262.0,3.1,Lisboa,256.0,241.0,54.2,10.7,5.4,0
1447,57.0,25.0,81.0,100.7,117.0,9,303.0,2.9,Lisboa,288.0,222.0,39.66,125.7,4.5,0
1448,75.0,38.0,52.0,102.6,20.0,11,86.0,3.1,Porto,91.0,391.0,64.12,24.0,8.4,0
1449,74.0,23.0,40.0,98.6,71.0,12,231.0,3.3,,238.0,206.0,36.19,20.3,4.5,1
1450,57.0,19.0,49.0,101.3,62.0,11,236.0,3.0,Lisboa,247.0,215.0,30.07,95.6,3.2,1
1451,42.0,18.0,23.0,101.2,44.0,10,174.0,3.7,Lisboa,164.0,190.0,47.52,14.4,5.6,1
1452,68.0,23.0,51.0,97.0,77.0,10,256.0,3.0,Lisboa,255.0,180.0,49.56,14.4,6.0,1
1453,77.0,24.0,37.0,100.2,73.0,9,210.0,3.3,Lisboa,223.0,235.0,56.59,,5.0,0
1454,65.0,20.0,31.0,99.4,99.0,13,153.0,3.1,Lisboa,168.0,227.0,17.03,22.9,3.3,1
1455,71.0,22.0,25.0,98.4,66.0,10,228.0,2.8,,216.0,192.0,48.89,117.7,4.9,1
1456,73.0,19.0,44.0,100.4,46.0,11,107.0,3.3,Porto,95.0,226.0,56.08,15.5,7.2,1
1457,57.0,18.0,36.0,97.7,62.0,10,207.0,3.1,Lisboa,201.0,225.0,41.38,45.1,4.9,0
1458,52.0,18.0,31.0,99.6,35.0,12,132.0,3.3,Lisboa,138.0,152.0,28.36,15.8,8.8,1
1459,49.0,24.0,28.0,96.7,114.0,11,307.0,3.4,Lisboa,288.0,169.0,44.75,41.1,4.5,1
1460,47.0,27.0,30.0,99.6,78.0,10,328.0,3.1,Lisboa,319.0,212.0,58.28,92.7,4.4,1
1461,59.0,25.0,37.0,101.1,81.0,9,332.0,3.1,Lisboa,338.0,182.0,44.91,76.4,3.7,0
1462,45.0,20.0,38.0,99.9,57.0,11,210.0,3.2,Lisboa,197.0,190.0,41.12,25.7,5.1,1
1463,62.0,21.0,37.0,99.7,131.0,11,263.0,3.1,Lisboa,279.0,221.0,32.92,17.9,3.5,1
1464,63.0,27.0,76.0,98.7,57.0,12,331.0,3.5,Lisboa,333.0,196.0,85.5,27.9,6.9,1
1465,74.0,23.0,35.0,98.1,157.0,10,375.0,3.0,Lisboa,366.0,239.0,38.01,100.6,4.9,1
1466,60.0,22.0,29.0,96.9,54.0,10,152.0,3.4,Lisboa,140.0,189.0,45.92,15.3,5.3,0
1467,68.0,41.0,14.0,98.9,64.0,10,137.0,3.2,Porto,139.0,223.0,78.0,22.4,5.8,0
1468,46.0,20.0,41.0,98.7,69.0,11,343.0,3.4,Lisboa,324.0,218.0,45.62,25.1,4.3,1
1469,55.0,28.0,59.0,99.6,20.0,11,74.0,3.3,Porto,73.0,299.0,63.35,21.4,8.2,0
1470,77.0,22.0,20.0,97.8,113.0,10,331.0,3.2,Lisboa,320.0,194.0,49.13,79.7,5.0,0
1471,43.0,24.0,33.0,96.9,105.0,9,304.0,3.4,Lisboa,300.0,207.0,44.57,149.1,6.5,1
1472,42.0,23.0,47.0,96.9,64.0,9,207.0,3.0,,224.0,248.0,59.96,12.1,3.4,0
1473,45.0,20.0,39.0,97.4,49.0,12,151.0,3.1,Lisboa,161.0,175.0,37.18,12.2,4.8,1
1474,42.0,24.0,30.0,95.5,76.0,10,225.0,3.1,Lisboa,220.0,219.0,34.65,86.6,3.9,1
1475,57.0,18.0,30.0,103.6,68.0,10,239.0,3.2,Lisboa,243.0,273.0,45.9,16.7,3.9,1
1476,43.0,32.0,25.0,96.3,46.0,11,93.0,3.5,Porto,100.0,198.0,72.98,16.6,6.3,1
1477,44.0,14.0,24.0,97.5,40.0,11,163.0,3.7,Lisboa,148.0,176.0,40.52,11.0,6.5,1
1478,75.0,49.0,9.0,97.5,101.0,9,369.0,3.1,Lisboa,361.0,218.0,44.02,113.0,4.7,0
1479,58.0,18.0,27.0,97.0,129.0,11,267.0,3.2,Lisboa,267.0,203.0,46.77,102.1,4.0,1
1480,56.0,24.0,29.0,98.3,82.0,13,228.0,3.3,Lisboa,208.0,170.0,25.67,39.2,5.7,1
1481,58.0,43.0,22.0,96.0,44.0,9,197.0,3.3,Porto,192.0,229.0,86.16,20.9,4.9,0
1482,74.0,21.0,29.0,99.9,84.0,12,201.0,3.1,Lisboa,204.0,186.0,43.34,23.8,3.7,1
1483,78.0,35.0,18.0,93.8,34.0,9,86.0,3.6,Porto,93.0,215.0,69.91,21.1,7.5,1
1484,43.0,27.0,22.0,97.7,80.0,10,162.0,3.5,Porto,154.0,228.0,66.15,22.2,6.0,0
1485,72.0,21.0,35.0,99.7,57.0,13,233.0,3.4,Lisboa,218.0,170.0,24.19,12.7,3.7,1
1486,53.0,18.0,27.0,97.2,62.0,10,194.0,3.3,Lisboa,204.0,187.0,45.1,101.6,4.9,1
1487,75.0,21.0,37.0,95.2,51.0,13,138.0,3.1,Lisboa,146.0,215.0,28.92,20.1,6.5,1
1488,65.0,24.0,19.0,96.3,113.0,10,301.0,3.1,Lisboa,313.0,215.0,46.86,75.7,5.3,0
1489,69.0,20.0,28.0,99.2,68.0,11,243.0,3.1,Lisboa,246.0,188.0,39.18,106.3,4.3,1
1490,65.0,20.0,32.0,97.6,89.0,11,239.0,3.2,Lisboa,260.0,219.0,21.48,37.9,3.9,1
1491,51.0,37.0,24.0,97.4,26.0,10,105.0,3.5,Porto,107.0,230.0,91.32,24.6,6.1,1
1492,49.0,18.0,45.0,99.9,60.0,11,206.0,3.1,Lisboa,213.0,220.0,42.07,14.0,7.5,1
1493,61.0,26.0,29.0,96.2,76.0,13,222.0,3.1,Lisboa,236.0,205.0,26.99,79.9,6.4,1
1494,70.0,22.0,25.0,99.6,69.0,12,203.0,2.9,Lisboa,181.0,212.0,32.77,9.1,3.8,1
1495,59.0,25.0,22.0,94.5,85.0,12,225.0,2.9,Lisboa,231.0,178.0,33.13,15.3,3.5,1
1496,54.0,32.0,35.0,98.8,77.0,10,375.0,3.3,Lisboa,375.0,253.0,36.66,80.9,6.6,0
1497,54.0,21.0,28.0,98.1,79.0,11,220.0,3.1,Lisboa,214.0,236.0,46.44,15.2,4.5,1
1498,69.0,22.0,50.0,99.2,119.0,9,423.0,3.0,Lisboa,418.0,201.0,57.51,197.8,5.6,0
1499,49.0,36.0,16.0,98.6,20.0,10,84.0,3.2,Lisboa,89.0,194.0,45.95,14.1,3.1,0
1500,70.0,17.0,26.0,97.5,79.0,11,240.0,3.5,Lisboa,256.0,179.0,28.01,45.9,5.1,1
1501,52.0,26.0,26.0,97.2,40.0,12,171.0,3.4,Lisboa,156.0,176.0,26.17,15.1,4.0,1
1502,55.0,24.0,27.0,102.2,110.0,11,214.0,3.1,Lisboa,230.0,215.0,39.37,28.3,5.8,1
1503,55.0,18.0,24.0,95.8,93.0,10,394.0,3.4,Lisboa,379.0,221.0,54.74,71.8,5.8,0
1504,77.0,21.0,51.0,95.6,44.0,9,286.0,3.2,Lisboa,263.0,179.0,66.35,16.3,5.2,1
1505,79.0,23.0,19.0,99.7,206.0,10,323.0,3.2,Lisboa,314.0,201.0,47.91,68.3,3.5,1
1506,43.0,18.0,35.0,101.4,52.0,11,192.0,3.2,Lisboa,186.0,212.0,42.59,11.9,4.3,1
1507,74.0,21.0,38.0,99.6,16.0,9,69.0,3.1,Porto,66.0,271.0,76.23,16.5,6.0,1
1508,56.0,33.0,33.0,100.5,41.0,,176.0,3.4,Lisboa,163.0,192.0,26.36,48.6,6.0,1
1509,63.0,22.0,34.0,98.4,58.0,10,221.0,3.1,Lisboa,242.0,241.0,41.62,16.3,6.9,0
1510,41.0,31.0,15.0,99.6,52.0,11,110.0,3.4,Porto,113.0,236.0,83.07,30.8,5.7,1
1511,68.0,33.0,30.0,99.5,30.0,12,76.0,3.4,Porto,93.0,266.0,63.28,28.4,6.5,1
1512,67.0,24.0,58.0,98.6,41.0,10,216.0,3.1,Lisboa,229.0,191.0,61.61,10.0,4.2,0
1513,65.0,27.0,45.0,100.7,98.0,9,339.0,3.2,Lisboa,340.0,228.0,43.45,132.0,6.8,0
1514,77.0,21.0,36.0,97.2,56.0,11,199.0,3.1,Lisboa,195.0,221.0,50.66,15.7,4.7,1
1515,53.0,23.0,26.0,98.6,71.0,10,348.0,3.7,Lisboa,347.0,181.0,63.16,47.2,6.7,0
1516,60.0,37.0,2.0,99.4,44.0,10,97.0,3.3,Porto,96.0,231.0,84.24,16.9,5.1,1
1517,51.0,26.0,34.0,98.0,54.0,10,216.0,3.2,Lisboa,221.0,197.0,46.83,10.0,6.2,0
1518,44.0,25.0,31.0,99.3,67.0,12,165.0,3.4,Lisboa,174.0,188.0,40.66,25.0,6.3,1
1519,48.0,26.0,49.0,98.0,46.0,12,181.0,3.2,Lisboa,184.0,188.0,25.91,76.9,7.5,0
1520,44.0,19.0,28.0,99.4,43.0,12,167.0,2.9,Lisboa,167.0,210.0,32.76,36.1,7.8,1
1521,73.0,24.0,51.0,97.9,133.0,9,369.0,3.0,Lisboa,359.0,222.0,38.44,147.5,6.0,0
1522,69.0,40.0,23.0,98.2,22.0,11,141.0,3.5,Lisboa,143.0,206.0,37.72,11.2,3.2,0
1523,63.0,43.0,16.0,102.4,63.0,10,195.0,3.3,Porto,190.0,229.0,85.23,71.1,8.0,0
1524,57.0,23.0,35.0,98.3,100.0,9,339.0,3.2,Lisboa,334.0,204.0,54.69,75.6,5.0,0
1525,54.0,24.0,26.0,100.4,52.0,11,309.0,3.2,Lisboa,,207.0,42.74,22.8,5.7,0
1526,75.0,26.0,39.0,93.9,48.0,13,181.0,3.2,Lisboa,181.0,205.0,23.96,33.2,5.6,1
1527,51.0,21.0,36.0,97.3,50.0,11,199.0,3.2,Lisboa,188.0,251.0,27.58,12.0,3.6,0
1528,41.0,35.0,36.0,101.0,44.0,11,191.0,3.4,Porto,204.0,229.0,68.59,61.4,7.7,0
1529,63.0,27.0,29.0,98.8,79.0,10,322.0,3.4,Lisboa,312.0,182.0,47.44,12.1,5.3,1
1530,64.0,24.0,26.0,93.9,115.0,11,299.0,3.3,Lisboa,288.0,167.0,43.75,39.5,4.5,1
1531,43.0,39.0,39.0,100.6,77.0,8,314.0,3.2,Lisboa,320.0,270.0,70.11,16.2,3.8,0
1532,42.0,36.0,5.0,100.8,47.0,12,285.0,3.2,Lisboa,298.0,208.0,38.88,78.7,4.4,1
1533,74.0,22.0,45.0,98.2,82.0,9,295.0,3.2,Lisboa,282.0,206.0,41.68,85.9,5.7,1
1534,67.0,17.0,25.0,99.4,112.0,11,247.0,3.5,Lisboa,259.0,168.0,52.14,55.3,5.2,1
1535,48.0,25.0,28.0,95.5,78.0,12,250.0,3.2,Lisboa,256.0,191.0,40.44,24.4,3.8,1
1536,71.0,19.0,39.0,98.4,104.0,10,244.0,3.2,Lisboa,248.0,202.0,36.72,144.4,7.0,1
1537,59.0,15.0,35.0,100.7,72.0,10,202.0,3.4,Lisboa,202.0,180.0,48.58,48.0,7.5,1
1538,69.0,45.0,40.0,97.0,22.0,10,83.0,3.2,Porto,75.0,300.0,56.7,18.9,4.5,0
1539,43.0,30.0,34.0,100.1,66.0,12,222.0,3.3,Lisboa,218.0,176.0,23.33,47.2,3.8,1
1540,64.0,25.0,21.0,100.6,42.0,10,259.0,3.1,Lisboa,254.0,226.0,45.25,14.6,7.7,1
1541,73.0,25.0,26.0,102.0,52.0,11,220.0,3.1,Lisboa,236.0,191.0,36.09,81.3,3.8,1
1542,51.0,19.0,36.0,97.8,86.0,10,243.0,3.6,Lisboa,236.0,218.0,47.45,24.2,4.6,0
1543,43.0,17.0,29.0,101.5,72.0,10,219.0,3.4,Lisboa,233.0,210.0,51.15,55.9,3.7,1
1544,75.0,45.0,9.0,98.9,77.0,10,271.0,3.3,Lisboa,267.0,197.0,45.71,76.4,3.8,1
1545,79.0,37.0,10.0,97.0,87.0,11,126.0,3.5,Porto,124.0,169.0,65.64,22.0,7.7,1
1546,62.0,22.0,30.0,93.4,119.0,10,278.0,3.0,Lisboa,,205.0,42.58,95.2,5.0,1
1547,73.0,22.0,23.0,97.8,34.0,11,199.0,3.1,Lisboa,198.0,258.0,33.04,101.9,4.0,1
1548,59.0,23.0,35.0,98.5,57.0,11,201.0,3.2,Lisboa,207.0,221.0,54.54,14.8,4.6,1
1549,49.0,42.0,31.0,101.6,24.0,10,132.0,3.4,Porto,125.0,202.0,88.74,59.8,6.4,0
1550,63.0,32.0,57.0,97.8,18.0,10,63.0,3.0,Porto,66.0,293.0,70.88,33.6,6.5,0
1551,41.0,19.0,42.0,99.1,104.0,10,248.0,3.3,Lisboa,243.0,194.0,39.46,142.1,7.1,1
1552,44.0,24.0,42.0,97.9,32.0,10,251.0,3.2,Lisboa,243.0,227.0,43.92,12.5,4.6,0
